Team,Game ID,Type,Inning,Score
Mets,745346,Offensive,1,0
Mets,745346,Offensive,2,0
Mets,745346,Offensive,3,2
Mets,745346,Offensive,4,1
Mets,745346,Offensive,5,3
Mets,745346,Offensive,6,0
Mets,745346,Offensive,7,0
Mets,745346,Offensive,8,0
Mets,745346,Offensive,9,2
Giants,745346,Offensive,1,0
Giants,745346,Offensive,2,0
Giants,745346,Offensive,3,0
Giants,745346,Offensive,4,0
Giants,745346,Offensive,5,0
Giants,745346,Offensive,6,0
Giants,745346,Offensive,7,1
Giants,745346,Offensive,8,0
Giants,745346,Offensive,9,1
Orioles,746244,Offensive,1,0
Orioles,746244,Offensive,2,0
Orioles,746244,Offensive,3,1
Orioles,746244,Offensive,4,0
Orioles,746244,Offensive,5,1
Orioles,746244,Offensive,6,4
Orioles,746244,Offensive,7,0
Orioles,746244,Offensive,8,0
Orioles,746244,Offensive,9,0
Angels,746244,Offensive,1,0
Angels,746244,Offensive,2,0
Angels,746244,Offensive,3,0
Angels,746244,Offensive,4,0
Angels,746244,Offensive,5,0
Angels,746244,Offensive,6,3
Angels,746244,Offensive,7,0
Angels,746244,Offensive,8,1
Angels,746244,Offensive,9,1
Red Sox,746649,Offensive,1,1
Red Sox,746649,Offensive,2,1
Red Sox,746649,Offensive,3,0
Red Sox,746649,Offensive,4,0
Red Sox,746649,Offensive,5,1
Red Sox,746649,Offensive,6,3
Red Sox,746649,Offensive,7,0
Red Sox,746649,Offensive,8,0
Red Sox,746649,Offensive,9,2
Guardians,746649,Offensive,1,0
Guardians,746649,Offensive,2,0
Guardians,746649,Offensive,3,0
Guardians,746649,Offensive,4,0
Guardians,746649,Offensive,5,0
Guardians,746649,Offensive,6,0
Guardians,746649,Offensive,7,0
Guardians,746649,Offensive,8,0
Guardians,746649,Offensive,9,0
Phillies,746725,Offensive,1,1
Phillies,746725,Offensive,2,0
Phillies,746725,Offensive,3,1
Phillies,746725,Offensive,4,0
Phillies,746725,Offensive,5,0
Phillies,746725,Offensive,6,1
Phillies,746725,Offensive,7,1
Phillies,746725,Offensive,8,0
Phillies,746725,Offensive,9,0
Reds,746725,Offensive,1,0
Reds,746725,Offensive,2,0
Reds,746725,Offensive,3,1
Reds,746725,Offensive,4,0
Reds,746725,Offensive,5,0
Reds,746725,Offensive,6,4
Reds,746725,Offensive,7,1
Reds,746725,Offensive,8,1
Reds,746725,Offensive,9,0
Brewers,745513,Offensive,1,0
Brewers,745513,Offensive,2,0
Brewers,745513,Offensive,3,3
Brewers,745513,Offensive,4,0
Brewers,745513,Offensive,5,0
Brewers,745513,Offensive,6,0
Brewers,745513,Offensive,7,0
Brewers,745513,Offensive,8,0
Brewers,745513,Offensive,9,0
Pirates,745513,Offensive,1,0
Pirates,745513,Offensive,2,0
Pirates,745513,Offensive,3,2
Pirates,745513,Offensive,4,0
Pirates,745513,Offensive,5,0
Pirates,745513,Offensive,6,0
Pirates,745513,Offensive,7,0
Pirates,745513,Offensive,8,0
Pirates,745513,Offensive,9,0
Dodgers,744864,Offensive,1,1
Dodgers,744864,Offensive,2,2
Dodgers,744864,Offensive,3,1
Dodgers,744864,Offensive,4,0
Dodgers,744864,Offensive,5,2
Dodgers,744864,Offensive,6,0
Dodgers,744864,Offensive,7,0
Dodgers,744864,Offensive,8,2
Dodgers,744864,Offensive,9,3
Nationals,744864,Offensive,1,0
Nationals,744864,Offensive,2,2
Nationals,744864,Offensive,3,0
Nationals,744864,Offensive,4,0
Nationals,744864,Offensive,5,0
Nationals,744864,Offensive,6,0
Nationals,744864,Offensive,7,0
Nationals,744864,Offensive,8,0
Nationals,744864,Offensive,9,0
Tigers,745099,Offensive,1,1
Tigers,745099,Offensive,2,0
Tigers,745099,Offensive,3,0
Tigers,745099,Offensive,4,0
Tigers,745099,Offensive,5,2
Tigers,745099,Offensive,6,2
Tigers,745099,Offensive,7,0
Tigers,745099,Offensive,8,0
Tigers,745099,Offensive,9,0
Rays,745099,Offensive,1,1
Rays,745099,Offensive,2,3
Rays,745099,Offensive,3,0
Rays,745099,Offensive,4,0
Rays,745099,Offensive,5,0
Rays,745099,Offensive,6,3
Rays,745099,Offensive,7,0
Rays,745099,Offensive,8,0
Rays,745099,Offensive,9,0
Athletics,745753,Offensive,1,0
Athletics,745753,Offensive,2,0
Athletics,745753,Offensive,3,0
Athletics,745753,Offensive,4,0
Athletics,745753,Offensive,5,0
Athletics,745753,Offensive,6,3
Athletics,745753,Offensive,7,0
Athletics,745753,Offensive,8,0
Athletics,745753,Offensive,9,0
Yankees,745753,Offensive,1,2
Yankees,745753,Offensive,2,0
Yankees,745753,Offensive,3,0
Yankees,745753,Offensive,4,2
Yankees,745753,Offensive,5,1
Yankees,745753,Offensive,6,1
Yankees,745753,Offensive,7,1
Yankees,745753,Offensive,8,0
Yankees,745753,Offensive,9,0
Marlins,747132,Offensive,1,0
Marlins,747132,Offensive,2,1
Marlins,747132,Offensive,3,0
Marlins,747132,Offensive,4,0
Marlins,747132,Offensive,5,0
Marlins,747132,Offensive,6,0
Marlins,747132,Offensive,7,0
Marlins,747132,Offensive,8,0
Marlins,747132,Offensive,9,2
Marlins,747132,Offensive,10,0
Braves,747132,Offensive,1,2
Braves,747132,Offensive,2,0
Braves,747132,Offensive,3,1
Braves,747132,Offensive,4,0
Braves,747132,Offensive,5,0
Braves,747132,Offensive,6,0
Braves,747132,Offensive,7,0
Braves,747132,Offensive,8,0
Braves,747132,Offensive,9,0
Braves,747132,Offensive,10,1
Astros,746889,Offensive,1,0
Astros,746889,Offensive,2,0
Astros,746889,Offensive,3,2
Astros,746889,Offensive,4,0
Astros,746889,Offensive,5,0
Astros,746889,Offensive,6,0
Astros,746889,Offensive,7,0
Astros,746889,Offensive,8,0
Astros,746889,Offensive,9,1
Cubs,746889,Offensive,1,4
Cubs,746889,Offensive,2,0
Cubs,746889,Offensive,3,0
Cubs,746889,Offensive,4,0
Cubs,746889,Offensive,5,0
Cubs,746889,Offensive,6,0
Cubs,746889,Offensive,7,0
Cubs,746889,Offensive,8,0
Cubs,746889,Offensive,9,0
Blue Jays,746317,Offensive,1,0
Blue Jays,746317,Offensive,2,0
Blue Jays,746317,Offensive,3,0
Blue Jays,746317,Offensive,4,0
Blue Jays,746317,Offensive,5,1
Blue Jays,746317,Offensive,6,1
Blue Jays,746317,Offensive,7,0
Blue Jays,746317,Offensive,8,0
Blue Jays,746317,Offensive,9,0
Royals,746317,Offensive,1,1
Royals,746317,Offensive,2,1
Royals,746317,Offensive,3,0
Royals,746317,Offensive,4,0
Royals,746317,Offensive,5,1
Royals,746317,Offensive,6,0
Royals,746317,Offensive,7,0
Royals,746317,Offensive,8,0
Royals,746317,Offensive,9,0
White Sox,745919,Offensive,1,0
White Sox,745919,Offensive,2,0
White Sox,745919,Offensive,3,2
White Sox,745919,Offensive,4,0
White Sox,745919,Offensive,5,1
White Sox,745919,Offensive,6,0
White Sox,745919,Offensive,7,0
White Sox,745919,Offensive,8,0
White Sox,745919,Offensive,9,0
Twins,745919,Offensive,1,0
Twins,745919,Offensive,2,4
Twins,745919,Offensive,3,0
Twins,745919,Offensive,4,0
Twins,745919,Offensive,5,2
Twins,745919,Offensive,6,0
Twins,745919,Offensive,7,0
Twins,745919,Offensive,8,0
Twins,745919,Offensive,9,0
Mariners,745028,Offensive,1,1
Mariners,745028,Offensive,2,0
Mariners,745028,Offensive,3,0
Mariners,745028,Offensive,4,0
Mariners,745028,Offensive,5,0
Mariners,745028,Offensive,6,0
Mariners,745028,Offensive,7,0
Mariners,745028,Offensive,8,0
Mariners,745028,Offensive,9,0
Rangers,745028,Offensive,1,0
Rangers,745028,Offensive,2,0
Rangers,745028,Offensive,3,0
Rangers,745028,Offensive,4,2
Rangers,745028,Offensive,5,0
Rangers,745028,Offensive,6,2
Rangers,745028,Offensive,7,1
Rangers,745028,Offensive,8,0
Rangers,745028,Offensive,9,0
Padres,746567,Offensive,1,4
Padres,746567,Offensive,2,0
Padres,746567,Offensive,3,0
Padres,746567,Offensive,4,0
Padres,746567,Offensive,5,0
Padres,746567,Offensive,6,1
Padres,746567,Offensive,7,0
Padres,746567,Offensive,8,0
Padres,746567,Offensive,9,0
Rockies,746567,Offensive,1,0
Rockies,746567,Offensive,2,0
Rockies,746567,Offensive,3,0
Rockies,746567,Offensive,4,0
Rockies,746567,Offensive,5,0
Rockies,746567,Offensive,6,1
Rockies,746567,Offensive,7,0
Rockies,746567,Offensive,8,1
Rockies,746567,Offensive,9,0
Brewers,745512,Offensive,1,1
Brewers,745512,Offensive,2,0
Brewers,745512,Offensive,3,2
Brewers,745512,Offensive,4,0
Brewers,745512,Offensive,5,1
Brewers,745512,Offensive,6,0
Brewers,745512,Offensive,7,0
Brewers,745512,Offensive,8,2
Brewers,745512,Offensive,9,1
Pirates,745512,Offensive,1,3
Pirates,745512,Offensive,2,0
Pirates,745512,Offensive,3,0
Pirates,745512,Offensive,4,0
Pirates,745512,Offensive,5,2
Pirates,745512,Offensive,6,0
Pirates,745512,Offensive,7,0
Pirates,745512,Offensive,8,0
Pirates,745512,Offensive,9,0
Red Sox,746646,Offensive,1,0
Red Sox,746646,Offensive,2,0
Red Sox,746646,Offensive,3,2
Red Sox,746646,Offensive,4,0
Red Sox,746646,Offensive,5,0
Red Sox,746646,Offensive,6,2
Red Sox,746646,Offensive,7,0
Red Sox,746646,Offensive,8,0
Red Sox,746646,Offensive,9,0
Guardians,746646,Offensive,1,0
Guardians,746646,Offensive,2,5
Guardians,746646,Offensive,3,0
Guardians,746646,Offensive,4,0
Guardians,746646,Offensive,5,0
Guardians,746646,Offensive,6,0
Guardians,746646,Offensive,7,1
Guardians,746646,Offensive,8,0
Guardians,746646,Offensive,9,0
Phillies,746724,Offensive,1,0
Phillies,746724,Offensive,2,0
Phillies,746724,Offensive,3,4
Phillies,746724,Offensive,4,0
Phillies,746724,Offensive,5,0
Phillies,746724,Offensive,6,1
Phillies,746724,Offensive,7,0
Phillies,746724,Offensive,8,0
Phillies,746724,Offensive,9,0
Reds,746724,Offensive,1,0
Reds,746724,Offensive,2,0
Reds,746724,Offensive,3,0
Reds,746724,Offensive,4,0
Reds,746724,Offensive,5,0
Reds,746724,Offensive,6,0
Reds,746724,Offensive,7,0
Reds,746724,Offensive,8,0
Reds,746724,Offensive,9,0
White Sox,745918,Offensive,1,0
White Sox,745918,Offensive,2,1
White Sox,745918,Offensive,3,0
White Sox,745918,Offensive,4,1
White Sox,745918,Offensive,5,0
White Sox,745918,Offensive,6,0
White Sox,745918,Offensive,7,0
White Sox,745918,Offensive,8,0
White Sox,745918,Offensive,9,1
Twins,745918,Offensive,1,0
Twins,745918,Offensive,2,0
Twins,745918,Offensive,3,0
Twins,745918,Offensive,4,0
Twins,745918,Offensive,5,0
Twins,745918,Offensive,6,3
Twins,745918,Offensive,7,1
Twins,745918,Offensive,8,2
Twins,745918,Offensive,9,0
Blue Jays,746320,Offensive,1,0
Blue Jays,746320,Offensive,2,0
Blue Jays,746320,Offensive,3,0
Blue Jays,746320,Offensive,4,1
Blue Jays,746320,Offensive,5,0
Blue Jays,746320,Offensive,6,0
Blue Jays,746320,Offensive,7,0
Blue Jays,746320,Offensive,8,0
Blue Jays,746320,Offensive,9,0
Royals,746320,Offensive,1,2
Royals,746320,Offensive,2,0
Royals,746320,Offensive,3,0
Royals,746320,Offensive,4,0
Royals,746320,Offensive,5,0
Royals,746320,Offensive,6,0
Royals,746320,Offensive,7,0
Royals,746320,Offensive,8,0
Royals,746320,Offensive,9,0
Astros,746887,Offensive,1,1
Astros,746887,Offensive,2,0
Astros,746887,Offensive,3,0
Astros,746887,Offensive,4,0
Astros,746887,Offensive,5,0
Astros,746887,Offensive,6,0
Astros,746887,Offensive,7,0
Astros,746887,Offensive,8,0
Astros,746887,Offensive,9,0
Cubs,746887,Offensive,1,0
Cubs,746887,Offensive,2,0
Cubs,746887,Offensive,3,0
Cubs,746887,Offensive,4,0
Cubs,746887,Offensive,5,0
Cubs,746887,Offensive,6,3
Cubs,746887,Offensive,7,0
Cubs,746887,Offensive,8,0
Cubs,746887,Offensive,9,0
Mariners,745027,Offensive,1,2
Mariners,745027,Offensive,2,0
Mariners,745027,Offensive,3,0
Mariners,745027,Offensive,4,0
Mariners,745027,Offensive,5,2
Mariners,745027,Offensive,6,0
Mariners,745027,Offensive,7,0
Mariners,745027,Offensive,8,0
Mariners,745027,Offensive,9,0
Rangers,745027,Offensive,1,1
Rangers,745027,Offensive,2,0
Rangers,745027,Offensive,3,0
Rangers,745027,Offensive,4,1
Rangers,745027,Offensive,5,0
Rangers,745027,Offensive,6,0
Rangers,745027,Offensive,7,1
Rangers,745027,Offensive,8,0
Rangers,745027,Offensive,9,0
Padres,746564,Offensive,1,0
Padres,746564,Offensive,2,1
Padres,746564,Offensive,3,3
Padres,746564,Offensive,4,2
Padres,746564,Offensive,5,0
Padres,746564,Offensive,6,0
Padres,746564,Offensive,7,2
Padres,746564,Offensive,8,1
Padres,746564,Offensive,9,0
Rockies,746564,Offensive,1,1
Rockies,746564,Offensive,2,0
Rockies,746564,Offensive,3,3
Rockies,746564,Offensive,4,0
Rockies,746564,Offensive,5,0
Rockies,746564,Offensive,6,0
Rockies,746564,Offensive,7,0
Rockies,746564,Offensive,8,6
Rockies,746564,Offensive,9,0
Dodgers,744867,Offensive,1,0
Dodgers,744867,Offensive,2,1
Dodgers,744867,Offensive,3,0
Dodgers,744867,Offensive,4,0
Dodgers,744867,Offensive,5,0
Dodgers,744867,Offensive,6,0
Dodgers,744867,Offensive,7,0
Dodgers,744867,Offensive,8,1
Dodgers,744867,Offensive,9,0
Nationals,744867,Offensive,1,0
Nationals,744867,Offensive,2,0
Nationals,744867,Offensive,3,0
Nationals,744867,Offensive,4,0
Nationals,744867,Offensive,5,0
Nationals,744867,Offensive,6,0
Nationals,744867,Offensive,7,0
Nationals,744867,Offensive,8,1
Nationals,744867,Offensive,9,0
Athletics,745755,Offensive,1,0
Athletics,745755,Offensive,2,0
Athletics,745755,Offensive,3,3
Athletics,745755,Offensive,4,0
Athletics,745755,Offensive,5,0
Athletics,745755,Offensive,6,0
Athletics,745755,Offensive,7,0
Athletics,745755,Offensive,8,0
Athletics,745755,Offensive,9,0
Yankees,745755,Offensive,1,0
Yankees,745755,Offensive,2,1
Yankees,745755,Offensive,3,0
Yankees,745755,Offensive,4,0
Yankees,745755,Offensive,5,0
Yankees,745755,Offensive,6,0
Yankees,745755,Offensive,7,0
Yankees,745755,Offensive,8,0
Yankees,745755,Offensive,9,0
Royals,746482,Offensive,1,0
Royals,746482,Offensive,2,0
Royals,746482,Offensive,3,1
Royals,746482,Offensive,4,0
Royals,746482,Offensive,5,0
Royals,746482,Offensive,6,0
Royals,746482,Offensive,7,0
Royals,746482,Offensive,8,0
Royals,746482,Offensive,9,7
Tigers,746482,Offensive,1,0
Tigers,746482,Offensive,2,0
Tigers,746482,Offensive,3,0
Tigers,746482,Offensive,4,0
Tigers,746482,Offensive,5,0
Tigers,746482,Offensive,6,0
Tigers,746482,Offensive,7,0
Tigers,746482,Offensive,8,0
Tigers,746482,Offensive,9,0
Athletics,747050,Offensive,1,1
Athletics,747050,Offensive,2,0
Athletics,747050,Offensive,3,0
Athletics,747050,Offensive,4,0
Athletics,747050,Offensive,5,0
Athletics,747050,Offensive,6,0
Athletics,747050,Offensive,7,0
Athletics,747050,Offensive,8,0
Athletics,747050,Offensive,9,1
Athletics,747050,Offensive,10,1
Orioles,747050,Offensive,1,0
Orioles,747050,Offensive,2,0
Orioles,747050,Offensive,3,1
Orioles,747050,Offensive,4,1
Orioles,747050,Offensive,5,0
Orioles,747050,Offensive,6,0
Orioles,747050,Offensive,7,0
Orioles,747050,Offensive,8,0
Orioles,747050,Offensive,9,0
Orioles,747050,Offensive,10,0
Dodgers,744949,Offensive,1,1
Dodgers,744949,Offensive,2,0
Dodgers,744949,Offensive,3,6
Dodgers,744949,Offensive,4,1
Dodgers,744949,Offensive,5,1
Dodgers,744949,Offensive,6,2
Dodgers,744949,Offensive,7,0
Dodgers,744949,Offensive,8,0
Dodgers,744949,Offensive,9,1
Blue Jays,744949,Offensive,1,0
Blue Jays,744949,Offensive,2,0
Blue Jays,744949,Offensive,3,0
Blue Jays,744949,Offensive,4,1
Blue Jays,744949,Offensive,5,0
Blue Jays,744949,Offensive,6,0
Blue Jays,744949,Offensive,7,0
Blue Jays,744949,Offensive,8,1
Blue Jays,744949,Offensive,9,0
Cubs,746972,Offensive,1,0
Cubs,746972,Offensive,2,2
Cubs,746972,Offensive,3,0
Cubs,746972,Offensive,4,1
Cubs,746972,Offensive,5,1
Cubs,746972,Offensive,6,0
Cubs,746972,Offensive,7,3
Cubs,746972,Offensive,8,0
Cubs,746972,Offensive,9,0
Red Sox,746972,Offensive,1,0
Red Sox,746972,Offensive,2,0
Red Sox,746972,Offensive,3,0
Red Sox,746972,Offensive,4,1
Red Sox,746972,Offensive,5,0
Red Sox,746972,Offensive,6,0
Red Sox,746972,Offensive,7,0
Red Sox,746972,Offensive,8,0
Red Sox,746972,Offensive,9,0
Cardinals,745835,Offensive,1,0
Cardinals,745835,Offensive,2,3
Cardinals,745835,Offensive,3,1
Cardinals,745835,Offensive,4,0
Cardinals,745835,Offensive,5,0
Cardinals,745835,Offensive,6,0
Cardinals,745835,Offensive,7,0
Cardinals,745835,Offensive,8,0
Cardinals,745835,Offensive,9,0
Mets,745835,Offensive,1,0
Mets,745835,Offensive,2,0
Mets,745835,Offensive,3,0
Mets,745835,Offensive,4,0
Mets,745835,Offensive,5,1
Mets,745835,Offensive,6,1
Mets,745835,Offensive,7,0
Mets,745835,Offensive,8,0
Mets,745835,Offensive,9,0
Nationals,746078,Offensive,1,0
Nationals,746078,Offensive,2,0
Nationals,746078,Offensive,3,0
Nationals,746078,Offensive,4,0
Nationals,746078,Offensive,5,0
Nationals,746078,Offensive,6,1
Nationals,746078,Offensive,7,0
Nationals,746078,Offensive,8,2
Nationals,746078,Offensive,9,0
Marlins,746078,Offensive,1,0
Marlins,746078,Offensive,2,0
Marlins,746078,Offensive,3,1
Marlins,746078,Offensive,4,0
Marlins,746078,Offensive,5,0
Marlins,746078,Offensive,6,0
Marlins,746078,Offensive,7,0
Marlins,746078,Offensive,8,0
Marlins,746078,Offensive,9,0
Guardians,747129,Offensive,1,1
Guardians,747129,Offensive,2,0
Guardians,747129,Offensive,3,0
Guardians,747129,Offensive,4,0
Guardians,747129,Offensive,5,0
Guardians,747129,Offensive,6,0
Guardians,747129,Offensive,7,0
Guardians,747129,Offensive,8,0
Guardians,747129,Offensive,9,1
Braves,747129,Offensive,1,0
Braves,747129,Offensive,2,0
Braves,747129,Offensive,3,0
Braves,747129,Offensive,4,3
Braves,747129,Offensive,5,1
Braves,747129,Offensive,6,1
Braves,747129,Offensive,7,0
Braves,747129,Offensive,8,1
Braves,747129,Offensive,9,0
Rays,746808,Offensive,1,0
Rays,746808,Offensive,2,0
Rays,746808,Offensive,3,0
Rays,746808,Offensive,4,0
Rays,746808,Offensive,5,0
Rays,746808,Offensive,6,0
Rays,746808,Offensive,7,2
Rays,746808,Offensive,8,1
Rays,746808,Offensive,9,1
White Sox,746808,Offensive,1,0
White Sox,746808,Offensive,2,0
White Sox,746808,Offensive,3,1
White Sox,746808,Offensive,4,1
White Sox,746808,Offensive,5,0
White Sox,746808,Offensive,6,3
White Sox,746808,Offensive,7,2
White Sox,746808,Offensive,8,2
White Sox,746808,Offensive,9,0
Reds,745025,Offensive,1,1
Reds,745025,Offensive,2,0
Reds,745025,Offensive,3,0
Reds,745025,Offensive,4,0
Reds,745025,Offensive,5,0
Reds,745025,Offensive,6,0
Reds,745025,Offensive,7,0
Reds,745025,Offensive,8,0
Reds,745025,Offensive,9,0
Rangers,745025,Offensive,1,0
Rangers,745025,Offensive,2,1
Rangers,745025,Offensive,3,0
Rangers,745025,Offensive,4,0
Rangers,745025,Offensive,5,0
Rangers,745025,Offensive,6,0
Rangers,745025,Offensive,7,0
Rangers,745025,Offensive,8,1
Rangers,745025,Offensive,9,0
Yankees,746000,Offensive,1,1
Yankees,746000,Offensive,2,1
Yankees,746000,Offensive,3,0
Yankees,746000,Offensive,4,3
Yankees,746000,Offensive,5,0
Yankees,746000,Offensive,6,0
Yankees,746000,Offensive,7,0
Yankees,746000,Offensive,8,0
Yankees,746000,Offensive,9,0
Yankees,746000,Offensive,10,1
Brewers,746000,Offensive,1,0
Brewers,746000,Offensive,2,2
Brewers,746000,Offensive,3,2
Brewers,746000,Offensive,4,0
Brewers,746000,Offensive,5,0
Brewers,746000,Offensive,6,1
Brewers,746000,Offensive,7,0
Brewers,746000,Offensive,8,0
Brewers,746000,Offensive,9,0
Brewers,746000,Offensive,10,1
Twins,746243,Offensive,1,0
Twins,746243,Offensive,2,1
Twins,746243,Offensive,3,1
Twins,746243,Offensive,4,0
Twins,746243,Offensive,5,1
Twins,746243,Offensive,6,1
Twins,746243,Offensive,7,0
Twins,746243,Offensive,8,0
Twins,746243,Offensive,9,1
Angels,746243,Offensive,1,0
Angels,746243,Offensive,2,0
Angels,746243,Offensive,3,0
Angels,746243,Offensive,4,0
Angels,746243,Offensive,5,0
Angels,746243,Offensive,6,1
Angels,746243,Offensive,7,0
Angels,746243,Offensive,8,1
Angels,746243,Offensive,9,1
D-backs,745269,Offensive,1,0
D-backs,745269,Offensive,2,0
D-backs,745269,Offensive,3,0
D-backs,745269,Offensive,4,0
D-backs,745269,Offensive,5,0
D-backs,745269,Offensive,6,1
D-backs,745269,Offensive,7,0
D-backs,745269,Offensive,8,0
D-backs,745269,Offensive,9,0
Mariners,745269,Offensive,1,1
Mariners,745269,Offensive,2,1
Mariners,745269,Offensive,3,0
Mariners,745269,Offensive,4,0
Mariners,745269,Offensive,5,0
Mariners,745269,Offensive,6,4
Mariners,745269,Offensive,7,0
Mariners,745269,Offensive,8,0
Mariners,745269,Offensive,9,0
Phillies,745424,Offensive,1,2
Phillies,745424,Offensive,2,0
Phillies,745424,Offensive,3,4
Phillies,745424,Offensive,4,1
Phillies,745424,Offensive,5,0
Phillies,745424,Offensive,6,0
Phillies,745424,Offensive,7,2
Phillies,745424,Offensive,8,0
Phillies,745424,Offensive,9,0
Padres,745424,Offensive,1,0
Padres,745424,Offensive,2,0
Padres,745424,Offensive,3,1
Padres,745424,Offensive,4,0
Padres,745424,Offensive,5,0
Padres,745424,Offensive,6,0
Padres,745424,Offensive,7,2
Padres,745424,Offensive,8,0
Padres,745424,Offensive,9,0
Pirates,745347,Offensive,1,0
Pirates,745347,Offensive,2,0
Pirates,745347,Offensive,3,0
Pirates,745347,Offensive,4,0
Pirates,745347,Offensive,5,0
Pirates,745347,Offensive,6,0
Pirates,745347,Offensive,7,0
Pirates,745347,Offensive,8,0
Pirates,745347,Offensive,9,0
Giants,745347,Offensive,1,0
Giants,745347,Offensive,2,0
Giants,745347,Offensive,3,0
Giants,745347,Offensive,4,0
Giants,745347,Offensive,5,0
Giants,745347,Offensive,6,0
Giants,745347,Offensive,7,0
Giants,745347,Offensive,8,0
Giants,745347,Offensive,9,3
Dodgers,744946,Offensive,1,1
Dodgers,744946,Offensive,2,2
Dodgers,744946,Offensive,3,0
Dodgers,744946,Offensive,4,1
Dodgers,744946,Offensive,5,0
Dodgers,744946,Offensive,6,0
Dodgers,744946,Offensive,7,0
Dodgers,744946,Offensive,8,0
Dodgers,744946,Offensive,9,0
Blue Jays,744946,Offensive,1,0
Blue Jays,744946,Offensive,2,0
Blue Jays,744946,Offensive,3,0
Blue Jays,744946,Offensive,4,0
Blue Jays,744946,Offensive,5,0
Blue Jays,744946,Offensive,6,0
Blue Jays,744946,Offensive,7,1
Blue Jays,744946,Offensive,8,0
Blue Jays,744946,Offensive,9,1
Athletics,747052,Offensive,1,0
Athletics,747052,Offensive,2,0
Athletics,747052,Offensive,3,0
Athletics,747052,Offensive,4,0
Athletics,747052,Offensive,5,0
Athletics,747052,Offensive,6,0
Athletics,747052,Offensive,7,0
Athletics,747052,Offensive,8,0
Athletics,747052,Offensive,9,0
Orioles,747052,Offensive,1,0
Orioles,747052,Offensive,2,0
Orioles,747052,Offensive,3,0
Orioles,747052,Offensive,4,3
Orioles,747052,Offensive,5,2
Orioles,747052,Offensive,6,0
Orioles,747052,Offensive,7,2
Orioles,747052,Offensive,8,0
Orioles,747052,Offensive,9,0
Cardinals,745833,Offensive,1,4
Cardinals,745833,Offensive,2,0
Cardinals,745833,Offensive,3,1
Cardinals,745833,Offensive,4,0
Cardinals,745833,Offensive,5,1
Cardinals,745833,Offensive,6,0
Cardinals,745833,Offensive,7,0
Cardinals,745833,Offensive,8,1
Cardinals,745833,Offensive,9,0
Mets,745833,Offensive,1,0
Mets,745833,Offensive,2,0
Mets,745833,Offensive,3,0
Mets,745833,Offensive,4,0
Mets,745833,Offensive,5,4
Mets,745833,Offensive,6,0
Mets,745833,Offensive,7,0
Mets,745833,Offensive,8,0
Mets,745833,Offensive,9,0
Reds,745020,Offensive,1,0
Reds,745020,Offensive,2,2
Reds,745020,Offensive,3,0
Reds,745020,Offensive,4,1
Reds,745020,Offensive,5,0
Reds,745020,Offensive,6,0
Reds,745020,Offensive,7,4
Reds,745020,Offensive,8,1
Reds,745020,Offensive,9,0
Rangers,745020,Offensive,1,0
Rangers,745020,Offensive,2,0
Rangers,745020,Offensive,3,0
Rangers,745020,Offensive,4,0
Rangers,745020,Offensive,5,0
Rangers,745020,Offensive,6,0
Rangers,745020,Offensive,7,0
Rangers,745020,Offensive,8,0
Rangers,745020,Offensive,9,4
Cubs,746971,Offensive,1,0
Cubs,746971,Offensive,2,0
Cubs,746971,Offensive,3,0
Cubs,746971,Offensive,4,0
Cubs,746971,Offensive,5,0
Cubs,746971,Offensive,6,0
Cubs,746971,Offensive,7,0
Cubs,746971,Offensive,8,0
Cubs,746971,Offensive,9,0
Red Sox,746971,Offensive,1,2
Red Sox,746971,Offensive,2,0
Red Sox,746971,Offensive,3,0
Red Sox,746971,Offensive,4,1
Red Sox,746971,Offensive,5,6
Red Sox,746971,Offensive,6,0
Red Sox,746971,Offensive,7,2
Red Sox,746971,Offensive,8,6
Red Sox,746971,Offensive,9,0
Nationals,746075,Offensive,1,0
Nationals,746075,Offensive,2,0
Nationals,746075,Offensive,3,1
Nationals,746075,Offensive,4,0
Nationals,746075,Offensive,5,5
Nationals,746075,Offensive,6,1
Nationals,746075,Offensive,7,3
Nationals,746075,Offensive,8,0
Nationals,746075,Offensive,9,1
Marlins,746075,Offensive,1,1
Marlins,746075,Offensive,2,0
Marlins,746075,Offensive,3,0
Marlins,746075,Offensive,4,0
Marlins,746075,Offensive,5,0
Marlins,746075,Offensive,6,0
Marlins,746075,Offensive,7,0
Marlins,746075,Offensive,8,0
Marlins,746075,Offensive,9,3
Astros,746560,Offensive,1,0
Astros,746560,Offensive,2,1
Astros,746560,Offensive,3,3
Astros,746560,Offensive,4,0
Astros,746560,Offensive,5,0
Astros,746560,Offensive,6,2
Astros,746560,Offensive,7,0
Astros,746560,Offensive,8,2
Astros,746560,Offensive,9,4
Rockies,746560,Offensive,1,2
Rockies,746560,Offensive,2,0
Rockies,746560,Offensive,3,0
Rockies,746560,Offensive,4,0
Rockies,746560,Offensive,5,0
Rockies,746560,Offensive,6,0
Rockies,746560,Offensive,7,0
Rockies,746560,Offensive,8,0
Rockies,746560,Offensive,9,2
Royals,746484,Offensive,1,2
Royals,746484,Offensive,2,1
Royals,746484,Offensive,3,0
Royals,746484,Offensive,4,0
Royals,746484,Offensive,5,0
Royals,746484,Offensive,6,0
Royals,746484,Offensive,7,0
Royals,746484,Offensive,8,0
Royals,746484,Offensive,9,2
Tigers,746484,Offensive,1,0
Tigers,746484,Offensive,2,1
